assembly_accession,bioproject,biosample,wgs_master,refseq_category,taxid,species_taxid,organism_name,infraspecific_name,isolate,version_status,assembly_level,release_type,genome_rep,seq_rel_date,asm_name,submitter,gbrs_paired_asm,paired_asm_comp,ftp_path,excluded_from_refseq,relation_to_type_material
GCF_001507645.1,PRJNA224116,SAMN04325376,,representative genome,1411621,1411621,Hymenobacter sedentarius,strain=DG5B,,latest,Complete Genome,Major,Full,42377,ASM150764v1,Seoul Women's University,GCA_001507645.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/507/645/GCF_001507645.1_ASM150764v1,,assembly from type material
GCF_000508205.1,PRJNA224116,SAMN02389528,,na,1415630,1415630,Pseudomonas sp. TKP,strain=TKP,,latest,Complete Genome,Major,Full,41624,ASM50820v1,Tohoku University,GCA_000508205.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/508/205/GCF_000508205.1_ASM50820v1,,
GCF_000709555.1,PRJNA224116,SAMN03081499,,na,1415657,1415657,Candidatus Walczuchella monophlebidarum,,,latest,Complete Genome,Major,Full,41807,ASM70955v1,"Centro de Ciencias Genomicas, UNAM",GCA_000709555.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/709/555/GCF_000709555.1_ASM70955v1,,
GCF_000484535.1,PRJNA224116,SAMN02604186,,representative genome,1183438,1416614,Gloeobacter kilaueensis JS1,strain=JS1,,latest,Complete Genome,Major,Full,41575,ASM48453v1,University of Hawaii at Manoa,GCA_000484535.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/484/535/GCF_000484535.1_ASM48453v1,,assembly from type material
GCF_002157895.1,PRJNA224116,SAMN07139042,,representative genome,1416627,1416627,Oceanisphaera profunda,strain=SM1222,,latest,Complete Genome,Major,Full,42880,ASM215789v1,Kyung Hee University,GCA_002157895.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/157/895/GCF_002157895.1_ASM215789v1,,
GCF_002119725.1,PRJNA224116,SAMN06767139,,na,1416803,1416803,Bordetella genomosp. 9,strain=AU17164,,latest,Complete Genome,Major,Full,42864,ASM211972v1,University of Michigan,GCA_002119725.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/119/725/GCF_002119725.1_ASM211972v1,,
GCF_002119745.1,PRJNA224116,SAMN06767135,,na,1416803,1416803,Bordetella genomosp. 9,strain=AU14267,,latest,Complete Genome,Major,Full,42864,ASM211974v1,University of Michigan,GCA_002119745.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/119/745/GCF_002119745.1_ASM211974v1,,
GCF_002119685.1,PRJNA224116,SAMN06767142,,na,1416806,1416806,Bordetella genomosp. 8,strain=AU19157,,latest,Complete Genome,Major,Full,42864,ASM211968v1,University of Michigan,GCA_002119685.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/119/685/GCF_002119685.1_ASM211968v1,,
GCF_000830985.1,PRJNA224116,SAMN02401946,,na,1420916,1420916,Marinobacter similis,strain=A3d10,,latest,Complete Genome,Major,Full,41675,ASM83098v1,Swinburne University of Technology,GCA_000830985.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/830/985/GCF_000830985.1_ASM83098v1,,assembly from type material
GCF_000831005.1,PRJNA224116,SAMN02401947,,representative genome,1420917,1420917,Marinobacter salarius,strain=R9SW1,,latest,Complete Genome,Major,Full,41675,ASM83100v1,Swinburne University of Technology,GCA_000831005.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/831/005/GCF_000831005.1_ASM83100v1,,assembly from type material
GCF_002116735.1,PRJNA224116,SAMN06718375,,na,1420917,1420917,Marinobacter salarius,strain=SMR5,,latest,Complete Genome,Major,Full,42856,ASM211673v1,University of Gothenburg,GCA_002116735.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/116/735/GCF_002116735.1_ASM211673v1,,
GCF_001750685.1,PRJNA224116,SAMN05786931,,representative genome,1424294,1424294,Geosporobacter ferrireducens,strain=IRF9,,latest,Complete Genome,Major,Full,42646,ASM175068v1,Chungbuk National University,GCA_001750685.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/750/685/GCF_001750685.1_ASM175068v1,,assembly from type material
GCF_000503895.1,PRJNA224116,SAMN02641510,,representative genome,1029756,1427356,Hyphomicrobium nitrativorans NL23,strain=NL23,,latest,Complete Genome,Major,Full,41612,ASM50389v1,INRS-Institut Armand-Frappier,GCA_000503895.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/503/895/GCF_000503895.1_ASM50389v1,,assembly from type material
GCF_001281385.1,PRJNA224116,SAMN04054243,,na,1125411,1427364,Candidatus Thioglobus singularis PS1,strain=PS1,,latest,Complete Genome,Major,Full,42261,ASM128138v1,University of Washington,GCA_001281385.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/281/385/GCF_001281385.1_ASM128138v1,,
GCF_000521605.1,PRJNA224116,SAMN03081505,,na,1432056,1432056,Mannheimia sp. USDA-ARS-USMARC-1261,strain=USDA-ARS-USMARC-1261,,latest,Complete Genome,Major,Full,41661,ASM52160v1,USDA-ARS-USMARC,GCA_000521605.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/521/605/GCF_000521605.1_ASM52160v1,,
GCF_000723505.1,PRJNA224116,SAMEA3139033,,representative genome,1433126,1433126,Mucinivorans hirudinis,,,latest,Complete Genome,Major,Full,41805,Mucivorans_M3_Nelson-Bomar-Fixed,UCONNMISEQ,GCA_000723505.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/723/505/GCF_000723505.1_Mucivorans_M3_Nelson-Bomar-Fixed,,
GCF_001547935.1,PRJNA224116,SAMD00019582,,representative genome,1435069,1435069,Vibrio tritonius,strain=JCM 16456,,latest,Complete Genome,Major,Full,42258,ASM154793v1,Hokkaido University,GCA_001547935.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/547/935/GCF_001547935.1_ASM154793v1,,assembly from type material
GCF_000477435.1,PRJNA224116,SAMN02603948,,na,946483,1436290,Candidatus Symbiobacter mobilis CR,strain=CR,,latest,Complete Genome,Major,Full,41568,ASM47743v1,The Pennsylvania State University,GCA_000477435.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/477/435/GCF_000477435.1_ASM47743v1,,
GCF_001682135.1,PRJNA224116,SAMN02444753,,na,1437364,1437364,Thermosipho sp. 1070,strain=1070,,latest,Complete Genome,Major,Full,42559,ASM168213v1,University of Oslo,GCA_001682135.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/682/135/GCF_001682135.1_ASM168213v1,,
GCF_001013905.1,PRJNA224116,SAMEA3258058,,representative genome,1437453,1437453,Streptomyces leeuwenhoekii,strain=C34 (= DSM 42122 = NRRL B-24963),,latest,Complete Genome,Major,Full,42145,sleC34,JIC,GCA_001013905.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/013/905/GCF_001013905.1_sleC34,,assembly from type material
GCF_001632845.1,PRJNA224116,SAMN03795182,,na,1442136,1442136,Ectothiorhodospira sp. BSL-9,strain=BSL-9,,latest,Complete Genome,Major,Full,42487,ASM163284v1,University of California Santa Cruz,GCA_001632845.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/632/845/GCF_001632845.1_ASM163284v1,,
GCF_000940805.1,PRJNA224116,SAMN03379849,,representative genome,1445510,1445505,Gynuella sunshinyii YC6258,strain=YC6258,,latest,Complete Genome,Major,Full,42067,ASM94080v1,Gyeongsang National University,GCA_000940805.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/940/805/GCF_000940805.1_ASM94080v1,,assembly from type material
GCF_000576555.1,PRJNA224116,SAMN03081528,,representative genome,1227739,1446467,Hymenobacter swuensis DY53,strain=DY53,,latest,Complete Genome,Major,Full,41694,ASM57655v1,Korea Atomic Energy Research Institute,GCA_000576555.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/576/555/GCF_000576555.1_ASM57655v1,,assembly from type material
GCF_000815145.1,PRJNA224116,SAMN03272513,,na,1446792,1446792,Bacillus sp. Pc3,strain=Pc3,,latest,Complete Genome,Major,Full,42010,ASM81514v1,"Third Institute of Oceanography, State Oceanic Administration",GCA_000815145.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/815/145/GCF_000815145.1_ASM81514v1,,
GCF_001439585.2,PRJNA224116,SAMN03777308,,na,1450761,1450761,Aneurinibacillus sp. XH2,strain=Xh2,,latest,Complete Genome,Major,Full,42394,ASM143958v2,China University of Petroleum,GCA_001439585.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/439/585/GCF_001439585.2_ASM143958v2,,
GCF_001430825.1,PRJNA224116,SAMN03272543,,na,1453352,1453352,Sediminicola sp. YIK13,strain=YIK13,Sediment,latest,Complete Genome,Major,Full,42311,ASM143082v1,Korea Institute of Ocean Science and Technology,GCA_001430825.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/430/825/GCF_001430825.1_ASM143082v1,,
GCF_000583875.1,PRJNA224116,SAMN02216823,,representative genome,1229831,1457141,Chlamydia avium 10DC88,strain=10DC88,10DC88,latest,Complete Genome,Major,Full,41701,ASM58387v1,Friedrich-Loeffler-Institut,GCA_000583875.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/583/875/GCF_000583875.1_ASM58387v1,,assembly from type material
GCF_000471025.2,PRJNA224116,SAMN02435823,,representative genome,1143323,1457153,Chlamydia gallinacea 08-1274/3,strain=08-1274/3,,latest,Complete Genome,Major,Full,42515,ASM47102v2,Insititute for Genome Sciences,GCA_000471025.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/471/025/GCF_000471025.2_ASM47102v2,,assembly from type material
GCF_002007725.1,PRJNA224116,SAMN06323233,,na,1457153,1457153,Chlamydia gallinacea,strain=JX-1,,latest,Complete Genome,Major,Full,42794,ASM200772v1,Yangzhou University,GCA_002007725.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/007/725/GCF_002007725.1_ASM200772v1,,
GCF_001187845.1,PRJNA224116,SAMN03891579,,representative genome,1458307,1458307,Octadecabacter temperatus,strain=SB1,,latest,Complete Genome,Major,Full,42213,ASM118784v1,"Georg-August-University Goettingen, Genomic and Applied Microbiology, Goettingen Genomics Laboratory",GCA_001187845.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/187/845/GCF_001187845.1_ASM118784v1,,assembly from type material
GCF_000828895.1,PRJNA224116,SAMD00000325,,na,1458425,1458425,Comamonadaceae bacterium A1,strain=A1,,latest,Complete Genome,Major,Full,41776,ASM82889v1,J. Craig Venter Institute,GCA_000828895.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/828/895/GCF_000828895.1_ASM82889v1,,
GCF_000828915.1,PRJNA224116,SAMD00000326,,na,1458426,1458426,Comamonadaceae bacterium B1,strain=B1,,latest,Complete Genome,Major,Full,41776,ASM82891v1,J. Craig Venter Institute,GCA_000828915.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/828/915/GCF_000828915.1_ASM82891v1,,
GCF_001865835.1,PRJNA224116,SAMN05933030,,na,1458492,1458492,Myroides sp. ZB35,strain=ZB35,,latest,Complete Genome,Major,Full,42677,ASM186583v1,China University of Petroleum,GCA_001865835.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/865/835/GCF_001865835.1_ASM186583v1,,
GCF_001941365.1,PRJNA224116,SAMN02644973,,na,1462747,1462747,Thermosipho sp. 1063,strain=1063,,latest,Complete Genome,Major,Full,42745,ASM194136v1,University of Oslo,GCA_001941365.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/941/365/GCF_001941365.1_ASM194136v1,,
GCF_001685395.1,PRJNA224116,SAMN04419545,,representative genome,1462996,1462996,Paenibacillus yonginensis,strain=DCY84,,latest,Complete Genome,Major,Full,42566,ASM168539v1,Johan Sukweenadhi,GCA_001685395.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/685/395/GCF_001685395.1_ASM168539v1,,assembly from type material
GCF_001596075.2,PRJNA224116,SAMN04382091,,na,1463165,1463165,Klebsiella quasipneumoniae,strain=ATCC 700603,K6,latest,Complete Genome,Major,Full,42696,ASM159607v2,The Unniversity of Queensland,GCA_001596075.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/596/075/GCF_001596075.2_ASM159607v2,,
GCF_002240295.1,PRJNA224116,SAMN04436401,,na,1463165,1463165,Klebsiella quasipneumoniae,strain=HKUOPA4,,latest,Complete Genome,Major,Full,42950,ASM224029v1,The University of Hong Kong,GCA_002240295.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/240/295/GCF_002240295.1_ASM224029v1,,
GCF_000959325.1,PRJNA224116,SAMN03023794,,na,1468409,1468409,Burkholderia sp. 2002721687,strain=2002721687,,latest,Complete Genome,Major,Full,42083,ASM95932v1,Los Alamos National Laboratory,GCA_000959325.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/959/325/GCF_000959325.1_ASM95932v1,,
GCF_000828975.1,PRJNA224116,SAMD00020950,,na,1469502,1469502,Burkholderiales bacterium GJ-E10,strain=GJ-E10,,latest,Complete Genome,Major,Full,41958,ASM82897v1,Akita Prefectural University,GCA_000828975.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/828/975/GCF_000828975.1_ASM82897v1,,
GCF_002234535.1,PRJNA224116,SAMN07353059,,representative genome,1470176,1470176,Actinoalloteichus hoggarensis,strain=DSM 45943,,latest,Complete Genome,Major,Full,42943,ASM223453v1,Bielefeld University,GCA_002234535.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/234/535/GCF_002234535.1_ASM223453v1,,
GCF_001586255.1,PRJNA224116,SAMN04361929,,representative genome,1470434,1470434,Zhongshania aliphaticivorans,strain=SM2,,latest,Complete Genome,Major,Full,42439,ASM158625v1,Chung-Ang University,GCA_001586255.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/586/255/GCF_001586255.1_ASM158625v1,,
GCF_002005165.1,PRJNA224116,SAMN06310877,,representative genome,1471761,1471761,Novibacillus thermophilus,strain=SG-1,,latest,Complete Genome,Major,Full,42787,ASM200516v1,Guangdong Institute of Eco-Environmental Science & Technology,GCA_002005165.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/005/165/GCF_002005165.1_ASM200516v1,,assembly from type material
GCF_000743945.1,PRJNA224116,SAMN02940631,,representative genome,1072685,1472345,Basilea psittacipulmonis DSM 24701,strain=DSM 24701,,latest,Complete Genome,Major,Full,41878,ASM74394v1,Geneva University Hospitals,GCA_000743945.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/743/945/GCF_000743945.1_ASM74394v1,,assembly from type material
GCF_001307805.1,PRJNA224116,SAMN04103130,,representative genome,1472767,1472767,Lentibacillus amyloliquefaciens,strain=LAM0015,,latest,Complete Genome,Major,Full,42381,ASM130780v2,"Biogas Institute of Ministry of Agriculture, Chengdu 610041, P. R. China",GCA_001307805.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/307/805/GCF_001307805.1_ASM130780v2,,assembly from type material
GCF_000803625.1,PRJNA224116,SAMN02693873,,na,1476577,1476577,Candidatus Saccharibacteria oral taxon TM7x,strain=TM7x,,latest,Complete Genome,Major,Full,41991,ASM80362v1,J. Craig Venter Institute,GCA_000803625.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/803/625/GCF_000803625.1_ASM80362v1,,
GCF_001430865.1,PRJNA224116,SAMN03571531,,na,1476901,1476901,Nonlabens sp. MIC269,strain=MIC269,,latest,Complete Genome,Major,Full,42311,ASM143086v1,Korea Institute of Ocean Science and Technology,GCA_001430865.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/430/865/GCF_001430865.1_ASM143086v1,,
GCF_001854385.1,PRJNA224116,SAMN05898468,,na,1479019,1479019,Methylobacterium sp. C1,strain=C1,,latest,Complete Genome,Major,Full,42669,ASM185438v1,Soochow University,GCA_001854385.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/854/385/GCF_001854385.1_ASM185438v1,,
GCF_001596155.1,PRJNA224116,SAMN04545526,,na,1484116,1484116,Hymenobacter sp. PAMC 26554,strain=PAMC 26554,,latest,Complete Genome,Major,Full,42451,ASM159615v1,Korea Polar Research Institute,GCA_001596155.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/596/155/GCF_001596155.1_ASM159615v1,,
GCF_001562275.1,PRJNA224116,SAMN04451522,,na,1484118,1484118,Hymenobacter sp. PAMC 26628,strain=PAMC 26628,,latest,Complete Genome,Major,Full,42417,ASM156227v1,Korea Polar Research Institute,GCA_001562275.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/562/275/GCF_001562275.1_ASM156227v1,,
GCF_000784965.1,PRJNA224116,SAMN02709585,,na,1484157,1484157,Pantoea sp. PSNIH2,strain=PSNIH2,,latest,Complete Genome,Major,Full,41960,ASM78496v1,NIH,GCA_000784965.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/784/965/GCF_000784965.1_ASM78496v1,,
GCF_000784875.1,PRJNA224116,SAMN02709496,,na,1484158,1484158,Pantoea sp. PSNIH1,strain=PSNIH1,,latest,Complete Genome,Major,Full,41996,ASM78487v3,NIH,GCA_000784875.3,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/784/875/GCF_000784875.1_ASM78487v3,,
GCF_001955715.1,PRJNA224116,SAMN06130150,,representative genome,1484693,1484693,Rhodoferax saidenbachensis,strain=DSM 22694,,latest,Complete Genome,Major,Full,42753,ASM195571v1,Korea University,GCA_001955715.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/955/715/GCF_001955715.1_ASM195571v1,,assembly from type material
GCF_001971745.1,PRJNA224116,SAMN06234633,,representative genome,1486034,1486034,Lacinutrix venerupis,strain=DOK2-8,,latest,Complete Genome,Major,Full,42761,ASM197174v1,Korea Research Institute of Bioscience & Biotechnology,GCA_001971745.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/971/745/GCF_001971745.1_ASM197174v1,,
GCF_001951155.1,PRJNA224116,SAMN05231554,,representative genome,1229726,1486245,Gramella flava JLT2011,strain=JLT2011,,latest,Complete Genome,Major,Full,42748,ASM195115v1,Xiamen University,GCA_001951155.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/951/155/GCF_001951155.1_ASM195115v1,,assembly from type material
GCF_000960975.1,PRJNA224116,SAMN03284753,,representative genome,1486262,1486262,Martelella endophytica,strain=YC6887,,latest,Complete Genome,Major,Full,42087,ASM96097v1,Gyeonsang National university,GCA_000960975.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/960/975/GCF_000960975.1_ASM96097v1,,assembly from type material
GCF_000517405.1,PRJNA224116,SAMN02641641,,na,2342,1486991,Candidatus Sodalis pierantonius str. SOPE,strain=SOPE,,latest,Complete Genome,Major,Full,41649,ASM51740v1,"University of Utah, Department of Biology",GCA_000517405.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/517/405/GCF_000517405.1_ASM51740v1,,
GCF_000755185.1,PRJNA224116,SAMN02902856,,na,1487956,1487956,Corynebacterium sp. ATCC 6931,strain=ATCC 6931,,latest,Complete Genome,Major,Full,41898,ASM75518v1,Los Alamos National Laboratory,GCA_000755185.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/755/185/GCF_000755185.1_ASM75518v1,,assembly from proxytype material
GCF_001634265.1,PRJNA224116,SAMN04528779,,na,1490052,1490052,Anoxybacillus sp. B2M1,strain=b2m1,,latest,Complete Genome,Major,Full,42489,ASM163426v1,Los Alamos National Laboratory,GCA_001634265.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/634/265/GCF_001634265.1_ASM163426v1,,
GCF_001634305.1,PRJNA224116,SAMN04528789,,na,1490057,1490057,Anoxybacillus sp. B7M1,strain=b7m1,,latest,Complete Genome,Major,Full,42489,ASM163430v1,Los Alamos National Laboratory,GCA_001634305.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/634/305/GCF_001634305.1_ASM163430v1,,
GCF_001761465.1,PRJNA224116,SAMN05726037,,representative genome,1492737,1492737,Flavobacterium gilvum,strain=EM1308,,latest,Complete Genome,Major,Full,42655,ASM176146v1,Korea University,GCA_001761465.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/761/465/GCF_001761465.1_ASM176146v1,,assembly from type material
GCF_001644645.1,PRJNA224116,SAMN03287577,,na,1492898,1492898,Flavisolibacter sp. LCS9,strain=LCS9,,latest,Complete Genome,Major,Full,42506,ASM164464v1,Seoul Women's University,GCA_001644645.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/644/645/GCF_001644645.1_ASM164464v1,,
GCF_000785535.1,PRJNA224116,SAMN03196588,,na,1494608,1494608,Arthrobacter sp. PAMC 25486,strain=PAMC 25486,,latest,Complete Genome,Major,Full,41962,ASM78553v1,Korea Atomic Energy Research Institute,GCA_000785535.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/785/535/GCF_000785535.1_ASM78553v1,,
GCF_000953435.1,PRJNA224116,SAMEA2500319,,na,1495769,1495769,Candidatus Evansia muelleri,,,latest,Complete Genome,Major,Full,41867,CEM1.1,ICBIBE,GCA_000953435.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/953/435/GCF_000953435.1_CEM1.1,,
GCF_001547895.1,PRJNA224116,SAMD00018365,,na,1500686,1500686,Pseudomonas sp. Os17,strain=Os17,,latest,Complete Genome,Major,Full,42082,ASM154789v1,National Institute of Agrobiological Sciences,GCA_001547895.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/547/895/GCF_001547895.1_ASM154789v1,,
GCF_001547915.1,PRJNA224116,SAMD00018366,,na,1500687,1500687,Pseudomonas sp. St29,strain=St29,,latest,Complete Genome,Major,Full,42082,ASM154791v1,National Institute of Agrobiological Sciences,GCA_001547915.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/547/915/GCF_001547915.1_ASM154791v1,,
GCF_000816245.1,PRJNA224116,SAMN03248551,,na,1500960,1500960,Campylobacter sp. RM16704,strain=RM16704,,latest,Complete Genome,Major,Full,42011,ASM81624v1,"USDA, ARS, WRRC",GCA_000816245.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/816/245/GCF_000816245.1_ASM81624v1,,
